Filename,Actual_Plate,Best_Predicted_Plate,Confidence,Suggestions_Count,Is_Exact_Match,Char_Accuracy_%
vehicle_0026.jpg,MH02BT6482,MH02BT6482,0.34,1,True,100.0
vehicle_0027.jpg,MH01CV6333,MH01CV6333,0.4,1,True,100.0
vehicle_0028.jpg,MH02MA5324,MH02HA5334,0.21,6,False,80.0
vehicle_0029.jpg,DL8CN6308,OD11BN6018,0.1,3,False,40.0
vehicle_0030.jpg,MH02BQ9628,OD1USM1020,0.16,1,False,10.0
vehicle_0031.jpg,MH02CR4364,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0032.jpg,MH47Y1124,MH47Y1124,0.97,1,True,100.0
vehicle_0033.jpg,MH02EU4077,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0034.jpg,MH02WA8344,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0035.jpg,MHD1CV9311,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0036.jpg,MH01AV7461,MH01AV7461,0.38,1,True,100.0
vehicle_0037.jpg,MH47AV6753,MH47AA6753,0.5,6,False,90.0
vehicle_0038.jpg,MH01AV7461,MH01AV7461,0.2,1,True,100.0
vehicle_0039.jpg,MH01CY6333,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0040.jpg,MH01AU0059,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0041.jpg,MH03CS6266,MH03CJ6283,0.17,5,False,70.0
vehicle_0042.jpg,MH02EK0837,MH02EK0837,0.57,6,True,100.0
vehicle_0043.jpg,MH02BT6482,BH1NMH0287,0.3,2,False,20.0
vehicle_0044.jpg,MH02EP4454,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0045.jpg,MH02MA5324,AP20A5374,0.26,4,False,50.0
vehicle_0046.jpg,MH010PO323,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0047.jpg,MH47Y1124,MH47Y1124,0.61,1,True,100.0
vehicle_0048.jpg,MH02ER9194,JH74TT2009,0.13,2,False,10.0
vehicle_0049.jpg,MH01BM4824,ML01BM1152,0.21,4,False,50.0
vehicle_0050.jpg,MH04JM3383,MH04JM3383,0.88,1,True,100.0
vehicle_0051.jpg,MH02BT6482,MH02BT6482,0.51,1,True,100.0
vehicle_0052.jpg,MH02ER9194,MH42ER9194,0.12,6,False,90.0
vehicle_0053.png,MH46AD5258,MH46AD5258,0.15,8,True,100.0
vehicle_0054.jpg,MH02BT6482,MH02BI6482,0.61,1,False,90.0
vehicle_0055.jpg,MH02BT6482,NL12BI6482,0.47,1,False,60.0
vehicle_0056.jpg,MH47AU1306,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0057.jpg,MH01BT9066,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0058.jpg,MH02DS9365,MH02DS9365,0.46,1,True,100.0
vehicle_0059.jpg,MH02EU4077,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0060.jpg,MH03CS6266,MH03CS6266,0.52,1,True,100.0
vehicle_0061.jpg,MH03CP1328,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0062.jpg,MH02EE6842,NL2EE6822,0.1,1,False,60.0
vehicle_0063.jpg,MH01AX3070,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0064.jpg,MH12DG7144,MH4FOR6115,0.16,4,False,30.0
vehicle_0065.jpg,MH02JA9655,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0066.jpg,MH01AX3070,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0067.jpg,MH02BT6482,KA02BT8482,0.21,5,False,70.0
vehicle_0068.jpg,MH14FM6930,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0069.jpg,GJ12FA0735,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0070.jpg,MH01DT1917,MH01DT1917,0.35,1,True,100.0
vehicle_0071.jpg,MH47Y1124,MH47Y1124,0.7,1,True,100.0
vehicle_0072.png,MH01DE2780,MH01DE2700,0.1,8,False,90.0
vehicle_0073.jpg,MH02EN6828,MH02EN6828,0.48,5,True,100.0
vehicle_0074.png,MH47N4570,MH47N4570,0.41,4,True,100.0
vehicle_0075.jpg,MH02BQ9628,MH02BQ9628,0.44,8,True,100.0
vehicle_0076.jpg,MH03CS6266,MH03CS6268,0.48,1,False,90.0
vehicle_0077.jpg,MH02BQ9628,MH02Q9626,0.3,5,False,80.0
vehicle_0078.jpg,MH01BT0050,HR01BT0050,0.15,1,False,80.0
vehicle_0079.jpg,MH02EE8407,MH02EE8402,0.26,5,False,90.0
vehicle_0080.jpg,MH03BS4060,MH03BS4060,0.44,6,True,100.0
vehicle_0081.jpg,MH02EU4077,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0082.jpg,MH02DS9365,MH02DS9365,0.45,1,True,100.0
vehicle_0083.jpg,MH02DS3099,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0084.jpg,MH03CS6266,MH03CS6266,0.33,5,True,100.0
vehicle_0085.jpg,MH02BQ9628,AP21Q9628,0.32,4,False,60.0
vehicle_0086.jpg,MH01AL9693,CG1MHO1419,0.24,5,False,10.0
vehicle_0087.jpg,MH47AV6753,MH42AA6753,0.45,1,False,80.0
vehicle_0088.png,MH12FU1014,GA1FI1014,0.07,3,False,60.0
vehicle_0089.jpg,MH01DK4867,MH01D1067,0.24,5,False,70.0
vehicle_0090.jpg,MH02BT6482,MH02BT6482,0.9,1,True,100.0
vehicle_0091.jpg,MH02DW8021,MH02OW8021,0.2,1,False,90.0
vehicle_0092.jpg,MH47Y1124,MH47Y1124,0.81,1,True,100.0
vehicle_0093.jpg,MH02DQ0196,MP0QOI9621,0.13,4,False,30.0
vehicle_0094.jpg,ME02EE4077,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0095.jpg,MH03CS6266,MN54NT0074,0.24,5,False,10.0
vehicle_0096.jpg,MH47Y1124,MH42Y1124,0.33,1,False,88.89
vehicle_0097.jpg,PB11AG0774,PB14AG0774,0.06,1,False,90.0
vehicle_0098.jpg,MH01AU0059,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0099.jpg,MH03BS4060,UP0HHO3854,0.24,2,False,10.0
vehicle_0100.jpg,MH02AQ2299,MH02AQ2299,0.15,1,True,100.0
vehicle_0101.jpg,MH01AU0059,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0102.jpg,MH01AU0059,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0103.jpg,MH14DX9938,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0104.jpg,MH47AZ8323,MH42AU0283,0.45,6,False,50.0
vehicle_0105.jpg,MH43AR5466,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0106.jpg,MH02DN8718,MH02DN8718,0.46,1,True,100.0
vehicle_0107.jpg,MH47Y0205,WB1RMH1702,0.55,1,False,20.0
vehicle_0108.jpg,MH02ER9194,OD07AO7709,0.57,2,False,10.0
vehicle_0109.jpg,MH05DS8679,MH05DS8679,0.26,6,True,100.0
vehicle_0110.jpg,MH02BT6482,MH02BT6482,0.64,1,True,100.0
vehicle_0111.jpg,MH02DS9365,MH02DS9365,0.43,1,True,100.0
vehicle_0112.jpg,MH03CS6266,AR70YO7424,0.43,1,False,10.0
vehicle_0113.jpg,MH47Y1124,MH47Y1124,0.78,1,True,100.0
vehicle_0114.jpg,MH02BT6482,MH02BT6482,0.88,1,True,100.0
vehicle_0115.jpg,MH47AV6753,OD0CMH4740,0.26,5,False,10.0
vehicle_0116.jpg,MH02CR4364,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0117.jpg,MH01AM5810,MH1NIL1510,0.03,5,False,40.0
vehicle_0118.jpg,MH01BD2186,JH30BD2156,0.09,5,False,60.0
vehicle_0119.jpg,MH01DB2561,MH01OB2561,0.33,6,False,90.0
vehicle_0120.jpg,MH01AV7461,MH01AV7461,0.82,1,True,100.0
vehicle_0121.jpg,MH02MA5324,KA02HA5324,0.24,1,False,70.0
vehicle_0122.jpg,MH01AX3070,MH01OT3070,0.11,4,False,80.0
vehicle_0123.jpg,MH01BU1852,TN74MH0118,0.32,4,False,20.0
vehicle_0124.jpg,DL3CCQ0107,DL4CCO0107,0.16,1,False,80.0
vehicle_0125.jpg,MH02BT6482,II50MH0281,0.23,1,False,10.0
vehicle_0126.jpg,MH02BT6482,MH02BT6482,0.48,6,True,100.0
vehicle_0127.jpg,MH47Y1124,MH47Y1124,0.57,1,True,100.0
vehicle_0128.jpg,MH01BY7658,MH04BY7658,0.19,5,False,90.0
vehicle_0129.jpg,MH01AU0059,MH01AV0055,0.01,6,False,80.0
vehicle_0130.jpg,MH02DW8021,MH02OA8021,0.13,5,False,80.0
vehicle_0131.jpg,MH02DS9365,MH02DS9365,0.25,1,True,100.0
vehicle_0132.jpg,MH14FS5229,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0133.jpg,MH01DB1477,MH0DB1177,0.12,5,False,80.0
vehicle_0134.jpg,MH04HM4154,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0135.jpg,MH01CT9150,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0136.jpg,MH01AH8495,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0137.jpg,MH02EE8407,MN70AX1584,0.35,5,False,20.0
vehicle_0138.jpg,MH02DS9365,MH02DS9365,0.3,1,True,100.0
vehicle_0139.jpg,MH01DT1917,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0140.jpg,MH04JL5547,MH04JL5547,0.64,8,True,100.0
vehicle_0141.jpg,MH01CT9150,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0142.jpg,MH02DS9365,MH02DS9365,0.15,1,True,100.0
vehicle_0143.jpg,MH02CL4017,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0144.jpg,MH47Y1124,MH47Y1124,0.7,1,True,100.0
vehicle_0145.jpg,MH4705851,MH47O5851,0.58,6,False,88.89
vehicle_0146.jpg,MH03BS4060,MH03BS4060,0.1,5,True,100.0
vehicle_0147.jpg,MH02EU4077,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0148.jpg,MH02DS9365,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0149.jpg,MH01BG7161,MH07EG7461,0.12,9,False,70.0
vehicle_0150.jpg,MH01AU0059,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0151.jpg,MH4705851,MH17O5851,0.59,1,False,77.78
vehicle_0152.jpg,MH02DS9365,MH02DS9365,0.42,1,True,100.0
vehicle_0153.jpg,MH47Y1124,MH47Y1124,0.6,1,True,100.0
vehicle_0154.jpg,DL3CCQ0107,DL5CCO0102,0.06,1,False,70.0
vehicle_0155.jpg,MH03AT3856,MH08AT9856,0.16,1,False,80.0
vehicle_0156.jpg,MH01BG7161,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0157.jpg,MH01CT9150,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0158.jpg,MH02DS9365,MH02DS9365,0.9,1,True,100.0
vehicle_0159.jpg,MH47AV6753,MH47AV6753,0.24,1,True,100.0
vehicle_0160.jpg,MH02BT6482,MH02BT8482,0.69,1,False,90.0
vehicle_0161.jpg,MH47N2829,MH47H2829,0.36,1,False,88.89
vehicle_0162.jpg,MH02BT6482,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0163.jpg,MH02DW8021,GA02OW8021,0.06,4,False,70.0
vehicle_0164.jpg,MH02EK4399,MH62EX4399,0.21,5,False,80.0
vehicle_0165.jpg,MH04GM7982,MH04GH7982,0.28,5,False,90.0
vehicle_0166.jpg,MH02EE6842,MH02EE6822,0.64,6,False,90.0
vehicle_0167.jpg,MH47Y1124,MH47Y1124,0.79,1,True,100.0
vehicle_0168.jpg,MH02EK0837,MH02E0837,0.25,6,False,90.0
vehicle_0169.jpg,MH01AV7461,ML01AV7461,0.31,6,False,90.0
vehicle_0170.jpg,MH02CR4364,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0171.jpg,MH01AX3070,MH01AX3070,0.27,4,True,100.0
vehicle_0172.jpg,MH4705851,MH47O5851,0.24,1,False,88.89
vehicle_0173.jpg,MH02FN2783,MH02FN2783,0.77,6,True,100.0
vehicle_0174.png,MH46AD5258,MH46AD5258,0.31,1,True,100.0
vehicle_0175.jpg,MH02EU4884,MH02EU1881,0.43,1,False,80.0
vehicle_0176.jpg,MH02DQ0196,HR2DQ0196,0.56,5,False,80.0
vehicle_0177.jpg,MH05DS8679,MH05DS8679,0.14,5,True,100.0
vehicle_0178.jpg,MH02DS9365,MH02OS9365,0.11,8,False,90.0
vehicle_0179.jpg,PB11AG0774,PB88AG0774,0.42,1,False,80.0
vehicle_0180.jpg,MH02BG9542,MH02BG9542,0.81,1,True,100.0
vehicle_0181.jpg,MH02EE8407,MH02EE8407,0.1,1,True,100.0
vehicle_0182.jpg,MH02EK0837,HR2EK0837,0.31,2,False,80.0
vehicle_0183.jpg,MH02DN8718,MH02DN8748,0.67,1,False,90.0
vehicle_0184.jpg,MH03BS4060,MH03BS4060,0.48,6,True,100.0
vehicle_0185.jpg,MH03BS4060,MN10NH0385,0.16,5,False,10.0
vehicle_0186.jpg,MH01AX3070,MH01AX3070,0.7,1,True,100.0
vehicle_0187.jpg,MH02BG9542,MH02BG9542,0.5,8,True,100.0
vehicle_0188.jpg,MH02CD7733,MH02CO7233,0.09,5,False,80.0
vehicle_0189.jpg,MH02DS9365,MH02DS9365,0.32,1,True,100.0
vehicle_0190.jpg,MH01CR7388,MH01CR7388,0.31,1,True,100.0
vehicle_0191.jpg,MH02BT6482,MH02BT6482,0.74,1,True,100.0
vehicle_0192.jpg,DL3CCQ0107,DL3CCO0107,0.12,1,False,90.0
vehicle_0193.jpg,MH03AR5549,MH03AR5549,0.5,1,True,100.0
vehicle_0194.jpg,MH01AX3070,CH04K3070,0.06,1,False,60.0
vehicle_0195.jpg,MH47Y1124,MH47Y1124,0.92,1,True,100.0
vehicle_0196.jpg,MH03CS6266,NO_PLATE_DETECTED,0.0,4,False,0.0
vehicle_0197.jpg,GJ15CD0564,CG31SC0056,0.82,5,False,50.0
vehicle_0198.jpg,MH02DW8021,AP20W8021,0.11,4,False,60.0
vehicle_0199.jpg,MH02ER9194,OD07AT7089,0.2,2,False,10.0
vehicle_0200.jpg,MH01BG7161,MH71GI0186,0.68,1,False,40.0
vehicle_0201.jpg,MH43BK9513,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0202.jpg,MH01AU0059,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0203.jpg,DL3CCQ0107,DL3CCO0107,0.88,1,False,90.0
vehicle_0204.jpg,MH01AV7461,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0205.jpg,MH02BG9542,MH02BG9542,0.78,1,True,100.0
vehicle_0206.jpg,MH47Y1124,MH47Y1124,0.36,1,True,100.0
vehicle_0207.jpg,MH02ER9194,MH02ER9194,0.2,6,True,100.0
vehicle_0208.jpg,MH02BT6482,HR02BT6482,0.56,2,False,80.0
vehicle_0209.jpg,MH01AX1113,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0210.jpg,MH01AX3070,MH01AX3070,0.62,1,True,100.0
vehicle_0211.jpg,GJ15D0564,GJ15CO0564,0.46,1,False,80.0
vehicle_0212.jpg,GJ15D0564,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0213.jpg,MH03AT3856,MH03AT3856,0.13,5,True,100.0
vehicle_0214.jpg,MH02CD7733,HR2CO7733,0.04,2,False,70.0
vehicle_0215.jpg,MH03BS4060,MH03BS4060,0.44,6,True,100.0
vehicle_0216.jpg,MH01BT0050,MH01BT0050,0.12,1,True,100.0
vehicle_0217.jpg,MH01AV7461,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0218.jpg,MH47Y1124,MH47Y1124,0.44,1,True,100.0
vehicle_0219.jpg,MH02FN2783,MH02FN2783,0.66,6,True,100.0
vehicle_0220.jpg,MH03BS8519,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0221.jpg,MH03CS6266,MH03CS8224,0.09,4,False,70.0
vehicle_0222.jpg,MH02DS9365,MH02DS9365,0.11,6,True,100.0
vehicle_0223.jpg,MH01BT0050,UP74MO1810,0.17,2,False,10.0
vehicle_0224.jpg,MH02BT6482,MN1MHO2876,0.4,6,False,10.0
vehicle_0225.jpg,MH47Y1124,MH47YI1241,0.42,1,False,80.0
vehicle_0226.jpg,MH02DW8021,MH02OW8021,0.13,1,False,90.0
vehicle_0227.jpg,MH47Y1124,MH42Y1124,0.57,1,False,88.89
vehicle_0228.png,MH43BU2401,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0229.jpg,MH02FN2783,MH02FH2783,0.5,6,False,90.0
vehicle_0230.jpg,MH02DN8718,MH02DN8718,0.8,1,True,100.0
vehicle_0231.jpg,MH03DV2010,BH20I2010,0.06,2,False,50.0
vehicle_0232.jpg,MH01AU0059,GJ36T3801,0.07,2,False,10.0
vehicle_0233.jpg,MH14DX9938,MH14OX9238,0.16,1,False,80.0
vehicle_0234.jpg,MH47Y1124,MH47Y1124,0.46,1,True,100.0
vehicle_0235.jpg,MH4705851,MH47O5851,0.11,6,False,88.89
vehicle_0236.jpg,MH02BT6482,MH02BT6482,0.28,1,True,100.0
vehicle_0237.jpg,MH03CS6266,MH03CS6266,0.83,1,True,100.0
vehicle_0238.jpg,MH03AM3025,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0239.jpg,MH02DS9365,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0240.jpg,MH47AG4326,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0241.jpg,MH01AH8495,MH04AH8495,0.22,6,False,90.0
vehicle_0242.jpg,MH12FT9458,MH11FT9458,0.31,6,False,90.0
vehicle_0243.jpg,MH02EE8407,MH02EE8402,0.04,1,False,90.0
vehicle_0244.jpg,MH01AX3070,MH01A2070,0.11,6,False,80.0
vehicle_0245.jpg,MH47Y1124,MH47Y1124,0.58,1,True,100.0
vehicle_0246.jpg,MH01AM5810,NL01L1350,0.09,1,False,30.0
vehicle_0247.jpg,MH02AQ2299,MH02AQ2299,0.85,1,True,100.0
vehicle_0248.jpg,MH02FN2783,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0249.jpg,MH04DW9020,MH04DW9020,0.49,8,True,100.0
vehicle_0250.jpg,MH02AQ2299,MH21O2299,0.08,5,False,70.0
vehicle_0251.jpg,MH02EK4399,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0252.jpg,MH02DW8021,MH02OW8021,0.22,5,False,90.0
vehicle_0253.jpg,MH4705851,MH47O5851,0.4,6,False,88.89
vehicle_0254.jpg,MH01BY7658,MH08YT6581,0.35,1,False,60.0
vehicle_0255.jpg,MH02CD3654,MH02CD3654,0.15,1,True,100.0
vehicle_0256.jpg,MH02EK4399,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0257.jpg,MH05DS8679,HR5DS8679,0.3,2,False,80.0
vehicle_0258.jpg,MH02BT6482,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0259.jpg,MH02DN8718,MH02DN8718,0.74,1,True,100.0
vehicle_0260.jpg,MH4705851,MH47O5851,0.25,6,False,88.89
vehicle_0261.jpg,MH01DT1917,MH01DT1917,0.54,1,True,100.0
vehicle_0262.jpg,MH02BT6482,VI02BT8482,0.25,1,False,70.0
vehicle_0263.jpg,MH02ER9194,MH02ER9319,0.21,6,False,80.0
vehicle_0264.jpg,MH02BQ9628,MH02OO3626,0.07,5,False,60.0
vehicle_0265.png,MH46BV0688,MH46BV0688,0.22,1,True,100.0
vehicle_0266.jpg,MH02CR8276,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0267.jpg,MH038C6247,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0268.jpg,MH02DN6980,MH17E6980,0.08,5,False,60.0
vehicle_0269.jpg,MH01BM4824,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0270.jpg,DL3CCQ0107,DL4CCD0107,0.13,1,False,80.0
vehicle_0271.jpg,MH03CS6266,MH03CS8266,0.67,1,False,90.0
vehicle_0272.jpg,MH01DB1477,MH01DB1177,0.2,5,False,90.0
vehicle_0273.jpg,MH02DS3099,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0274.jpg,MH02DN8718,MH02DN8718,0.67,1,True,100.0
vehicle_0275.jpg,MH03DK2961,GA22O2951,0.1,4,False,30.0
vehicle_0276.jpg,MH02EP5740,MH02EP5740,0.34,1,True,100.0
vehicle_0277.png,MH47N4570,MH47N4570,0.49,4,True,100.0
vehicle_0278.jpg,MH43AL8464,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0279.jpg,MH47Y0205,MH47Y0205,0.99,1,True,100.0
vehicle_0280.jpg,MH03CS6266,MH03CS6255,0.17,4,False,80.0
vehicle_0281.jpg,MH01BG7161,AP78G7161,0.2,4,False,50.0
vehicle_0282.jpg,MH01JA8939,MH01JA8939,0.61,1,True,100.0
vehicle_0283.jpg,MH02DS9365,MH02DS9365,0.3,1,True,100.0
vehicle_0284.jpg,MH01DK4867,MH07DK4867,0.16,5,False,90.0
vehicle_0285.jpg,MH05DS8679,HR5DS8679,0.27,2,False,80.0
vehicle_0286.jpg,MH04EX7505,AP4EX7505,0.14,7,False,70.0
vehicle_0287.jpg,MH04DW9020,MH04DW9020,0.71,1,True,100.0
vehicle_0288.jpg,MH04DW9020,MH04DW9020,0.59,1,True,100.0
vehicle_0289.jpg,MH04CT3566,MH04CT3566,0.13,1,True,100.0
vehicle_0290.jpg,MH02ER9194,OD04A5733,0.07,2,False,10.0
vehicle_0291.jpg,MH03CP1328,MH03CP1328,0.63,4,True,100.0
vehicle_0292.jpg,MH02CL4017,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0293.jpg,MH4705851,MH47O5851,0.47,1,False,88.89
vehicle_0294.jpg,MH01AV7461,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0295.jpg,MH02BT6482,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0296.jpg,MH47AV6753,MH42AB6253,0.32,1,False,70.0
vehicle_0297.jpg,MH02FN2783,MH02FN2783,0.55,6,True,100.0
vehicle_0298.jpg,MH02BT6482,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0299.jpg,GJ15CD0564,CG31SC0056,0.92,5,False,50.0
vehicle_0300.jpg,MH02BT6482,MH02BT8487,0.37,1,False,80.0
vehicle_0301.jpg,MH14DX9938,MH14OX9938,0.25,1,False,90.0
vehicle_0302.jpg,MH02BT6482,AP1DMH0287,0.32,1,False,10.0
vehicle_0303.jpg,MH01DB1477,MH01DB1177,0.19,6,False,90.0
vehicle_0304.jpg,MH02DS9365,MH02DS9365,0.59,1,True,100.0
vehicle_0305.jpg,MH02DS4676,MH02DS4676,0.33,8,True,100.0
vehicle_0306.jpg,MH02DS9365,MH02DS9365,0.53,6,True,100.0
vehicle_0307.jpg,MH4705851,MH47O5851,0.33,6,False,88.89
vehicle_0308.jpg,MH03DU5196,AP02OU5196,0.32,7,False,60.0
vehicle_0309.jpg,MH01BT9066,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0310.jpg,MH01BG7161,MH01BG7161,0.19,8,True,100.0
vehicle_0311.jpg,MH02FN2783,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0312.jpg,MH01AH8495,MH04H8495,0.1,1,False,80.0
vehicle_0313.jpg,MH03CP1328,MH03CP1328,0.42,1,True,100.0
vehicle_0314.jpg,MH03BS4060,MH03BS4060,0.24,5,True,100.0
vehicle_0315.jpg,MH01CT9150,MH01CT9150,0.5,1,True,100.0
vehicle_0316.jpg,MH02AQ2299,MH02AO2299,0.27,1,False,90.0
vehicle_0317.jpg,MH4705851,MH17O5851,0.15,6,False,77.78
vehicle_0318.jpg,MH02BQ9628,MH10ZI1096,0.1,5,False,30.0
vehicle_0319.jpg,MH47Y1124,MH47Y1124,0.88,1,True,100.0
vehicle_0320.jpg,MH01AV8814,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0321.jpg,MH47Y1124,MH47Y1124,0.77,1,True,100.0
vehicle_0322.jpg,MH02BT6482,MH02BT6482,0.38,6,True,100.0
vehicle_0323.jpg,MH03AM3025,MH02AN2025,0.02,5,False,70.0
vehicle_0324.jpg,MH02EU4077,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0325.jpg,MH02BT6482,MH02OT6482,0.17,1,False,90.0
vehicle_0326.jpg,MH01AU0059,NO_PLATE_DETECTED,0.0,0,False,0.0
vehicle_0327.jpg,MH02BQ9628,MH02HQ9629,0.25,5,False,80.0
vehicle_0328.jpg,MH01AM9839,SK31L1149,0.36,1,False,20.0
vehicle_0329.jpg,MH03BS4060,MH03BS4060,0.29,6,True,100.0
vehicle_0330.jpg,MH02DJ8952,MH02DJ4903,0.63,5,False,70.0
vehicle_0331.jpg,MH03DU5196,MH0DOU5196,0.14,1,False,80.0
vehicle_0332.jpg,MH04DW9020,MH04DW9020,0.54,1,True,100.0
vehicle_0333.jpg,MH01AH8495,MH01AH8495,0.18,8,True,100.0
vehicle_0334.jpg,MH02EK5817,MH02EX5817,0.2,6,False,90.0
vehicle_0335.jpg,MH01DT1917,MH01DT1917,0.4,1,True,100.0
